objectid,loc,district,idesigdate1,idesigdate2,ddesigdate,intdesigdate
3206,2137-39 Green St,SG,,,10/11/2000,
3207,332 S 24th St,RF,,,2/8/1995,
3208,2332 St Albans St,,9/30/1969,,,
3209,1908 Mount Vernon St,SG,11/6/1975,,10/11/2000,
3210,701 Lombard St,SH,,,3/10/1999,
3211,1216 Pine St,,11/28/1961,,,
3212,1905 Mount Vernon St,SG,11/6/1975,,10/11/2000,
3213,4054 CHESTNUT ST,,7/8/2016,,,
3214,1814 Pine St,RF,,,2/8/1995,
3215,4037 Pine St,,12/31/1984,,,
3686,2018-32 Walnut St,RF,,,2/8/1995,
3687,2018-32 Walnut St,RF,,,2/8/1995,
3688,2018-32 Walnut St,RF,,,2/8/1995,
3689,2018-32 Walnut St,RF,,,2/8/1995,
3690,2018-32 Walnut St,RF,,,2/8/1995,
3691,2018-32 Walnut St,RF,,,2/8/1995,
3692,2018-32 Walnut St,RF,,,2/8/1995,
3693,2018-32 Walnut St,RF,,,2/8/1995,
3694,2018-32 Walnut St,RF,,,2/8/1995,
3695,2018-32 Walnut St,RF,,,2/8/1995,
3696,2018-32 Walnut St,RF,,,2/8/1995,
3697,2018-32 Walnut St,RF,,,2/8/1995,
3698,2018-32 Walnut St,RF,,,2/8/1995,
3699,2018-32 Walnut St,RF,,,2/8/1995,
3700,2018-32 Walnut St,RF,,,2/8/1995,
3701,2018-32 Walnut St,RF,,,2/8/1995,
3702,2018-32 Walnut St,RF,,,2/8/1995,
3703,2018-32 Walnut St,RF,,,2/8/1995,
3704,2018-32 Walnut St,RF,,,2/8/1995,
3705,2018-32 Walnut St,RF,,,2/8/1995,
3706,2018-32 Walnut St,RF,,,2/8/1995,
3707,2018-32 Walnut St,RF,,,2/8/1995,
3708,2018-32 Walnut St,RF,,,2/8/1995,
3709,2018-32 Walnut St,RF,,,2/8/1995,
3710,2018-32 Walnut St,RF,,,2/8/1995,
3711,2018-32 Walnut St,RF,,,2/8/1995,
3712,2018-32 Walnut St,RF,,,2/8/1995,
3713,2018-32 Walnut St,RF,,,2/8/1995,
3714,2018-32 Walnut St,RF,,,2/8/1995,
4150,2018-32 Walnut St,RF,,,2/8/1995,
4151,2018-32 Walnut St,RF,,,2/8/1995,
4152,2018-32 Walnut St,RF,,,2/8/1995,
4153,2018-32 Walnut St,RF,,,2/8/1995,
4154,2018-32 Walnut St,RF,,,2/8/1995,
4155,2018-32 Walnut St,RF,,,2/8/1995,
4156,2018-32 Walnut St,RF,,,2/8/1995,
4157,2018-32 Walnut St,RF,,,2/8/1995,
4158,2018-32 Walnut St,RF,,,2/8/1995,
4159,2018-32 Walnut St,RF,,,2/8/1995,
4160,2018-32 Walnut St,RF,,,2/8/1995,
4161,2018-32 Walnut St,RF,,,2/8/1995,
4162,2018-32 Walnut St,RF,,,2/8/1995,
4163,2018-32 Walnut St,RF,,,2/8/1995,
4164,2018-32 Walnut St,RF,,,2/8/1995,
4165,2018-32 Walnut St,RF,,,2/8/1995,
4166,2018-32 Walnut St,RF,,,2/8/1995,
4167,2018-32 Walnut St,RF,,,2/8/1995,
4168,2018-32 Walnut St,RF,,,2/8/1995,
4169,2018-32 Walnut St,RF,,,2/8/1995,
4170,2018-32 Walnut St,RF,,,2/8/1995,
4171,2018-32 Walnut St,RF,,,2/8/1995,
4172,2018-32 Walnut St,RF,,,2/8/1995,
4173,2018-32 Walnut St,RF,,,2/8/1995,
4174,2018-32 Walnut St,RF,,,2/8/1995,
4175,2018-32 Walnut St,RF,,,2/8/1995,
4176,2018-32 Walnut St,RF,,,2/8/1995,
4177,2018-32 Walnut St,RF,,,2/8/1995,
4178,2018-32 Walnut St,RF,,,2/8/1995,
4573,1701-15 Locust St,RF,,,2/8/1995,
4574,1701-15 Locust St,RF,,,2/8/1995,
4575,1701-15 Locust St,RF,,,2/8/1995,
4576,1701-15 Locust St,RF,,,2/8/1995,
4577,1701-15 Locust St,RF,,,2/8/1995,
4578,1701-15 Locust St,RF,,,2/8/1995,
4579,1701-15 Locust St,RF,,,2/8/1995,
4580,1701-15 Locust St,RF,,,2/8/1995,
4581,1701-15 Locust St,RF,,,2/8/1995,
4582,1701-15 Locust St,RF,,,2/8/1995,
4583,1701-15 Locust St,RF,,,2/8/1995,
4584,1701-15 Locust St,RF,,,2/8/1995,
4585,1701-15 Locust St,RF,,,2/8/1995,
4586,1701-15 Locust St,RF,,,2/8/1995,
4587,1701-15 Locust St,RF,,,2/8/1995,
4588,1701-15 Locust St,RF,,,2/8/1995,
4589,1701-15 Locust St,RF,,,2/8/1995,
4590,1701-15 Locust St,RF,,,2/8/1995,
4591,1701-15 Locust St,RF,,,2/8/1995,
4592,1701-15 Locust St,RF,,,2/8/1995,
4593,1701-15 Locust St,RF,,,2/8/1995,
4594,1701-15 Locust St,RF,,,2/8/1995,
4595,1701-15 Locust St,RF,,,2/8/1995,
4596,1701-15 Locust St,RF,,,2/8/1995,
4597,1701-15 Locust St,RF,,,2/8/1995,
4598,1701-15 Locust St,RF,,,2/8/1995,
4599,1701-15 Locust St,RF,,,2/8/1995,
4600,1701-15 Locust St,RF,,,2/8/1995,
3216,2051 Brandywine St,SG,5/1/1975,,10/11/2000,
3217,130 S 17th St,RF,4/6/1978,,2/8/1995,
3218,1616 Latimer St,RF,,,2/8/1995,
3219,320 S 21st St,RF,,,2/8/1995,
3220,412 Queen St,,12/31/1984,,,
3221,1940 Green St,SG,4/25/1974,,10/11/2000,
3222,304 Spruce St,SH,,,3/10/1999,
3223,1813 Delancey Pl,RF,,,2/8/1995,
3224,1710 Rittenhouse Sq,RF,,,2/8/1995,
3225,1814 Diamond St,DS,,,1/29/1986,
3226,2501 S 20th St,GE,,,11/10/1999,
3227,269 S Van Pelt St,RF,,,2/8/1995,
3228,710 Addison St,SH,,,3/10/1999,
3229,6 Longford St,GK,,,6/9/2006,
3230,4403 Main St,MAN,,,12/14/1983,
3231,2003 Wallace St,SG,7/6/1972,,10/11/2000,
3232,2524 S Colorado St,GE,,,11/10/1999,
3233,317 Queen St,,3/25/1969,,,
3234,6901 Germantown Ave,,5/28/1957,,,
3235,6426 Drexel Rd,OF,,,1/1/3000,
3236,1629 Waverly St,RF,,,2/8/1995,
3237,2118 Spruce St,RF,,,2/8/1995,
3238,1920 Wallace St,SG,11/6/1975,,10/11/2000,
3239,208 Market St,OC,,,12/12/2003,
3240,2326 Madison Sq,,9/28/1971,,,
3241,22-24 S 2nd St,OC,,,12/12/2003,
3242,3701-03 Spring Garden St,,4/30/1963,,,
3243,1711 Walnut St,RF,,,2/8/1995,
3244,3451 W Penn St,TEF,,,10/9/2009,
3245,2524 S 19th St,GE,,,11/10/1999,
3246,310 N Lawrence St,OC,,,12/12/2003,
3247,248 S Philip St,SH,,,3/10/1999,
3248,1821 Delancey Pl,RF,,,2/8/1995,
3715,2018-32 Walnut St,RF,,,2/8/1995,
3716,2018-32 Walnut St,RF,,,2/8/1995,
3717,2018-32 Walnut St,RF,,,2/8/1995,
3718,2018-32 Walnut St,RF,,,2/8/1995,
3719,2018-32 Walnut St,RF,,,2/8/1995,
3720,2018-32 Walnut St,RF,,,2/8/1995,
3721,2018-32 Walnut St,RF,,,2/8/1995,
3722,2018-32 Walnut St,RF,,,2/8/1995,
3723,2018-32 Walnut St,RF,,,2/8/1995,
3724,2018-32 Walnut St,RF,,,2/8/1995,
3725,2018-32 Walnut St,RF,,,2/8/1995,
3726,2018-32 Walnut St,RF,,,2/8/1995,
3727,2018-32 Walnut St,RF,,,2/8/1995,
3728,2018-32 Walnut St,RF,,,2/8/1995,
3729,2018-32 Walnut St,RF,,,2/8/1995,
3730,2018-32 Walnut St,RF,,,2/8/1995,
3731,2018-32 Walnut St,RF,,,2/8/1995,
3732,2018-32 Walnut St,RF,,,2/8/1995,
3733,2018-32 Walnut St,RF,,,2/8/1995,
4618,2133 Walnut St,RF,,,2/8/1995,
3734,2018-32 Walnut St,RF,,,2/8/1995,
3735,2018-32 Walnut St,RF,,,2/8/1995,
3736,2018-32 Walnut St,RF,,,2/8/1995,
3737,2018-32 Walnut St,RF,,,2/8/1995,
3738,2018-32 Walnut St,RF,,,2/8/1995,
3739,2018-32 Walnut St,RF,,,2/8/1995,
3740,2018-32 Walnut St,RF,,,2/8/1995,
3741,2018-32 Walnut St,RF,,,2/8/1995,
3742,2018-32 Walnut St,RF,,,2/8/1995,
3743,2018-32 Walnut St,RF,,,2/8/1995,
4179,2018-32 Walnut St,RF,,,2/8/1995,
4180,2018-32 Walnut St,RF,,,2/8/1995,
4181,2018-32 Walnut St,RF,,,2/8/1995,
4182,2018-32 Walnut St,RF,,,2/8/1995,
4183,2018-32 Walnut St,RF,,,2/8/1995,
4184,2018-32 Walnut St,RF,,,2/8/1995,
4185,2018-32 Walnut St,RF,,,2/8/1995,
4186,2018-32 Walnut St,RF,,,2/8/1995,
4187,2018-32 Walnut St,RF,,,2/8/1995,
4188,2018-32 Walnut St,RF,,,2/8/1995,
4189,2018-32 Walnut St,RF,,,2/8/1995,
4190,2018-32 Walnut St,RF,,,2/8/1995,
4191,2018-32 Walnut St,RF,,,2/8/1995,
4192,2018-32 Walnut St,RF,,,2/8/1995,
4193,2018-32 Walnut St,RF,,,2/8/1995,
4194,2018-32 Walnut St,RF,,,2/8/1995,
4195,2018-32 Walnut St,RF,,,2/8/1995,
4196,2018-32 Walnut St,RF,,,2/8/1995,
4197,2018-32 Walnut St,RF,,,2/8/1995,
4198,2018-32 Walnut St,RF,,,2/8/1995,
4199,2018-32 Walnut St,RF,,,2/8/1995,
4200,2018-32 Walnut St,RF,,,2/8/1995,
4201,2018-32 Walnut St,RF,,,2/8/1995,
4202,2018-32 Walnut St,RF,,,2/8/1995,
4203,2018-32 Walnut St,RF,,,2/8/1995,
4204,2018-32 Walnut St,RF,,,2/8/1995,
4205,2018-32 Walnut St,RF,,,2/8/1995,
4206,2018-32 Walnut St,RF,,,2/8/1995,
4207,2018-32 Walnut St,RF,,,2/8/1995,
4601,1701-15 Locust St,RF,,,2/8/1995,
4602,1514 Lombard St,RF,,,2/8/1995,
4603,314 S 12th St,,1/31/1961,28-Feb-61,,
4604,711 Spruce St,SH,4/30/1957,,3/10/1999,
4605,314 St James Pl,SH,,,3/10/1999,
4606,2512 S 18th St,GE,,,11/10/1999,
4607,1923 Wallace St,SG,11/6/1975,,10/11/2000,
4608,103 S 2nd St,OC,,,12/12/2003,
4609,2019 Chancellor St,RF,,,2/8/1995,
4610,401-03 S Uber St,RF,,,2/8/1995,
4611,318 Gaskill St,SH,1/22/1963,,3/10/1999,
4612,233 N Chris Columbus Blvd,OC,,,12/12/2003,
4613,48 S 2nd St,OC,10/7/1976,,12/12/2003,
4614,217 Delancey St,SH,4/30/1957,,3/10/1999,
4615,38 Summit St,,8/2/1973,,,
4616,2104 Diamond St,DS,,,1/29/1986,
4617,2423 Manning St,RF,,,2/8/1995,
4619,508 Spruce St,SH,4/30/1957,,3/10/1999,
4620,1515 Lombard St,RF,,,2/8/1995,
4621,1926 Pine St,RF,,,2/8/1995,
4622,241 Pine St,SH,4/30/1957,,3/10/1999,
4623,1704 Wallace St,SG,,,10/11/2000,
4624,1704 Wallace St,SG,,,10/11/2000,
4625,1704 Wallace St,SG,,,10/11/2000,
4626,1704 Wallace St,SG,,,10/11/2000,
4627,1704 Wallace St,SG,,,10/11/2000,
4628,501 S 4th St,SH,1/22/1963,,3/10/1999,
4629,2329 S 21st St,GE,,,11/10/1999,
4630,200 W Washington Sq,SH,5/28/1957,,3/10/1999,
4631,1624 Green St,SG,,,10/11/2000,
4632,3404 W Queen Ln,TEF,,,10/9/2009,
3249,5918 Drexel Rd,OF,,,1/1/3000,
3250,2521 S 21st St,GE,,,11/10/1999,
3251,6329 Woodbine Ave,OF,,,1/1/3000,
3252,2525 S Colorado St,GE,,,11/10/1999,
3253,2041 Moravian St,RF,,,2/8/1995,
3254,6319 Lancaster Ave,OF,,,1/1/3000,
3255,1226 Chancellor St,,9/3/1978,,,
3256,1420-34 Pine St,RF,11/1/1973,,2/8/1995,
3257,1219 Rodman St,,11/11/1964,,,
3258,190 Maplewood Ave,,3/29/1966,,,
3259,2517 S 19th St,GE,,,11/10/1999,
3260,2007 Upland Way,OF,,,1/1/3000,
3261,225 Christian St,,5/31/1966,,,
3262,4101-05 LUDLOW ST,,1/1/2000,,,
4433,1929 Panama St,RF,,,2/8/1995,
3263,5937 Overbrook Ave,OF,,,1/1/3000,
3264,1026-28 BELMONT AVE,,7/8/2016,,,
3265,250 S 23rd St,RF,,,2/8/1995,
3266,250 S 23rd St,RF,,,2/8/1995,
3267,250 S 23rd St,RF,,,2/8/1995,
3268,250 S 23rd St,RF,,,2/8/1995,
3269,250 S 23rd St,RF,,,2/8/1995,
3270,204 N 35th St,,3/25/1969,,,
3271,2047 Rittenhouse Sq,RF,,,2/8/1995,
3272,2005 Walnut St,RF,,,2/8/1995,
3273,328 S 3rd St,SH,4/30/1957,,3/10/1999,
3274,236 S 3rd St,SH,4/30/1957,,3/10/1999,
3275,115 N Mole St,,9/26/1967,,,
3276,2519 S Lambert St,GE,,,11/10/1999,
3277,3446 W Penn St,TEF,,,10/9/2009,
3278,510 Delancey St,SH,4/30/1957,,3/10/1999,
3279,2006 Wallace St,SG,7/6/1972,,10/11/2000,
3744,2018-32 Walnut St,RF,,,2/8/1995,
3745,2018-32 Walnut St,RF,,,2/8/1995,
3746,2018-32 Walnut St,RF,,,2/8/1995,
3747,2018-32 Walnut St,RF,,,2/8/1995,
3748,2018-32 Walnut St,RF,,,2/8/1995,
3749,2018-32 Walnut St,RF,,,2/8/1995,
3750,2018-32 Walnut St,RF,,,2/8/1995,
3751,2018-32 Walnut St,RF,,,2/8/1995,
3752,2018-32 Walnut St,RF,,,2/8/1995,
3753,2018-32 Walnut St,RF,,,2/8/1995,
3754,2018-32 Walnut St,RF,,,2/8/1995,
3755,2018-32 Walnut St,RF,,,2/8/1995,
3756,2018-32 Walnut St,RF,,,2/8/1995,
3757,2018-32 Walnut St,RF,,,2/8/1995,
3758,2018-32 Walnut St,RF,,,2/8/1995,
3759,2018-32 Walnut St,RF,,,2/8/1995,
3760,2018-32 Walnut St,RF,,,2/8/1995,
3761,2018-32 Walnut St,RF,,,2/8/1995,
3762,2018-32 Walnut St,RF,,,2/8/1995,
3763,2018-32 Walnut St,RF,,,2/8/1995,
3764,2018-32 Walnut St,RF,,,2/8/1995,
3765,2018-32 Walnut St,RF,,,2/8/1995,
3766,2018-32 Walnut St,RF,,,2/8/1995,
3767,2018-32 Walnut St,RF,,,2/8/1995,
3768,2018-32 Walnut St,RF,,,2/8/1995,
3769,2018-32 Walnut St,RF,,,2/8/1995,
3770,2018-32 Walnut St,RF,,,2/8/1995,
3771,2018-32 Walnut St,RF,,,2/8/1995,
3772,2018-32 Walnut St,RF,,,2/8/1995,
4208,2018-32 Walnut St,RF,,,2/8/1995,
4209,2018-32 Walnut St,RF,,,2/8/1995,
4210,2018-32 Walnut St,RF,,,2/8/1995,
4211,2018-32 Walnut St,RF,,,2/8/1995,
4212,2018-32 Walnut St,RF,,,2/8/1995,
4213,2018-32 Walnut St,RF,,,2/8/1995,
4214,2018-32 Walnut St,RF,,,2/8/1995,
4215,2018-32 Walnut St,RF,,,2/8/1995,
4216,2018-32 Walnut St,RF,,,2/8/1995,
4217,2018-32 Walnut St,RF,,,2/8/1995,
4218,2018-32 Walnut St,RF,,,2/8/1995,
4219,2018-32 Walnut St,RF,,,2/8/1995,
4220,2018-32 Walnut St,RF,,,2/8/1995,
4221,2018-32 Walnut St,RF,,,2/8/1995,
4222,642 Addison St,SH,,,3/10/1999,
4223,4165 Main St,MAN,,,12/14/1983,
4224,90 E Logan St,EL,,,11/12/2010,
4225,2134 Locust St,RF,,,2/8/1995,
4226,4354 Cresson St,MAN,,,12/14/1983,
4227,4354R Cresson St,MAN,,,12/14/1983,
4228,1709 Spruce St,RF,,,2/8/1995,
4229,314 Willings Aly,SH,,,3/10/1999,
4230,1430 Lombard St,RF,5/28/1968,,2/8/1995,
4231,6 S Front St,OC,10/7/1976,,12/12/2003,
4232,271 S 15th St,RF,,,2/8/1995,
4233,126 S 22nd St,RF,,,2/8/1995,
4234,123 N Van Pelt St,,4/28/1970,,,
4235,4315 Frankford Ave,,2/4/1982,,,
4236,2118 Green St,SG,11/2/1972,,10/11/2000,
4237,2334 S 21st St,GE,,,11/10/1999,
4238,5836 Woodbine Ave,OF,,,1/1/3000,
4633,1 Longford St,GK,,,6/9/2006,
4634,527 N 22nd St,SG,,,10/11/2000,
4635,627 Lombard St,SH,12/31/1984,,3/10/1999,
4636,2207 Mount Vernon St,SG,12/5/1974,,10/11/2000,
4637,531 Cypress St,SH,,,3/10/1999,
4638,2520 S 17th St,GE,,,11/10/1999,
4639,1913 Green St,SG,4/25/1974,,10/11/2000,
4640,1913 Green St,SG,4/25/1974,,10/11/2000,
4641,1913 Green St,SG,4/25/1974,,10/11/2000,
4642,300 S Fawn St,,2/28/1961,,,
4643,212 N Clarion St,,9/7/1972,,,
4644,633 Spruce St,SH,,,3/10/1999,
4645,323-25 S 25th St,RF,,,2/8/1995,
4646,264-66 S 4th St,SH,,,3/10/1999,
4647,1706 Panama St,RF,,,2/8/1995,
4648,527 Queen St,,3/30/1977,,,
4649,1722 Pine St,RF,,,2/8/1995,
4650,2522 S 19th St,GE,,,11/10/1999,
4651,1540 Diamond St,DS,,,1/29/1986,
4652,329 South St,,1/22/1963,,,
4653,2224 Madison Sq,,9/28/1971,,,
4654,2031 Spruce St,RF,,,2/8/1995,
4655,2226 Mount Vernon St,SG,12/5/1974,,10/11/2000,
4656,642-48 N Broad St,,4/29/1987,,,
4657,1809 Pine St,RF,,,2/8/1995,
4658,1703 Jefferson St,,3/3/1983,,,
4659,1125 E Berks St,,2/28/1967,,,
4660,522 Delancey St,SH,4/30/1957,,3/10/1999,
4661,304 S 3rd St,SH,,,3/10/1999,
4662,2045 Appletree St,,4/28/1970,,,
4663,1702 Walnut St,RF,,,2/8/1995,
4664,1727 Mount Vernon St,SG,,,10/11/2000,
4665,332 Monroe St,,11/29/1960,,,
3280,2206 Brandywine St,SG,12/5/1974,,10/11/2000,
3281,1123 Spruce St,,3/26/1963,,,
3282,218-20 Queen St,,5/31/1966,,,
3283,2127 Ritner St,GE,,,11/10/1999,
3284,2311-13 Spruce St,RF,,,2/8/1995,
3285,921 Clinton St,,6/24/1958,,,
3286,6411 Overbrook Ave,OF,,,1/1/3000,
3287,2408 Spruce St,RF,,,2/8/1995,
3288,515 S 41st St,,1/26/1971,23-Feb-71,,
3289,238 Market St,OC,11/4/1976,,12/12/2003,
3290,128 Queen St,,6/24/1958,31-May-66,,
3291,5900 Germantown Ave,,2/25/1964,,,
3292,5870 Drexel Rd,OF,,,1/1/3000,
3293,143 Monroe St,,5/31/1966,,,
3294,1631-37 Arch St,,12/12/2008,,,
3295,3409 W Queen Ln,TEF,,,10/9/2009,
3296,1617 Diamond St,DS,3/7/1974,,1/29/1986,
3297,1624 North St,SG,,,10/11/2000,
3298,5900 City Ave,,,,,
3299,312-38 Arch St,OC,6/26/1956,,12/12/2003,
3300,662 N 15th St,SG,,,10/11/2000,
3301,2422 Spruce St,RF,,,2/8/1995,
3302,736 S Front St,,6/24/1958,,,
3303,528 N 15th St,SG,,,10/11/2000,
3304,528 N 15th St,SG,,,10/11/2000,
3305,528 N 15th St,SG,,,10/11/2000,
3306,126 Lombard St,SH,2/2/1978,,3/10/1999,
3307,2325 St Albans St,,9/30/1969,,,
3308,319 S 17th St,RF,,,2/8/1995,
3309,2215 Panama St,RF,,,2/8/1995,
3310,1100-02 N DELAWARE AVE,,10/9/2015,,,
3311,720 Bradford Aly,,12/31/1984,,,
3312,260 S 20th St,RF,,,2/8/1995,
3773,2018-32 Walnut St,RF,,,2/8/1995,
3774,2018-32 Walnut St,RF,,,2/8/1995,
3775,2018-32 Walnut St,RF,,,2/8/1995,
3776,2018-32 Walnut St,RF,,,2/8/1995,
3777,2018-32 Walnut St,RF,,,2/8/1995,
3778,2018-32 Walnut St,RF,,,2/8/1995,
3779,2018-32 Walnut St,RF,,,2/8/1995,
3780,2018-32 Walnut St,RF,,,2/8/1995,
3781,2018-32 Walnut St,RF,,,2/8/1995,
3782,2018-32 Walnut St,RF,,,2/8/1995,
3783,2018-32 Walnut St,RF,,,2/8/1995,
3784,2018-32 Walnut St,RF,,,2/8/1995,
3785,2018-32 Walnut St,RF,,,2/8/1995,
3786,2018-32 Walnut St,RF,,,2/8/1995,
3787,2018-32 Walnut St,RF,,,2/8/1995,
3788,2018-32 Walnut St,RF,,,2/8/1995,
3789,2018-32 Walnut St,RF,,,2/8/1995,
3790,2018-32 Walnut St,RF,,,2/8/1995,
3791,2018-32 Walnut St,RF,,,2/8/1995,
3792,2018-32 Walnut St,RF,,,2/8/1995,
3793,2018-32 Walnut St,RF,,,2/8/1995,
3794,2018-32 Walnut St,RF,,,2/8/1995,
3795,2018-32 Walnut St,RF,,,2/8/1995,
3796,2018-32 Walnut St,RF,,,2/8/1995,
3797,2018-32 Walnut St,RF,,,2/8/1995,
3798,2018-32 Walnut St,RF,,,2/8/1995,
3799,2018-32 Walnut St,RF,,,2/8/1995,
3800,2018-32 Walnut St,RF,,,2/8/1995,
3801,2018-32 Walnut St,RF,,,2/8/1995,
4239,411 S 18th St,RF,,,2/8/1995,
4240,519 Queen St,,12/31/1984,,,
4241,255 St Josephs Way,SH,,,3/10/1999,
4242,1925 Manning St,RF,,,2/8/1995,
4243,523 N 19th St,SG,,,10/11/2000,
4244,20-22 N 3rd St,OC,,,12/12/2003,
4245,20-22 N 3rd St,OC,,,12/12/2003,
4246,20-22 N 3rd St,OC,,,12/12/2003,
4247,20-22 N 3rd St,OC,,,12/12/2003,
4248,20-22 N 3rd St,OC,,,12/12/2003,
4249,20-22 N 3rd St,OC,,,12/12/2003,
4250,20-22 N 3rd St,OC,,,12/12/2003,
4251,20-22 N 3rd St,OC,,,12/12/2003,
4252,20-22 N 3rd St,OC,,,12/12/2003,
4253,20-22 N 3rd St,OC,,,12/12/2003,
4254,20-22 N 3rd St,OC,,,12/12/2003,
4255,20-22 N 3rd St,OC,,,12/12/2003,
4256,20-22 N 3rd St,OC,,,12/12/2003,
4257,20-22 N 3rd St,OC,,,12/12/2003,
4258,5901 Overbrook Ave,OF,,,1/1/3000,
4259,2130 Spruce St,RF,,,2/8/1995,
4260,246 Locust St,SH,,,3/10/1999,
4261,2238 Fairmount Ave,SG,,,10/11/2000,
4262,428 S 7th St,SH,,,3/10/1999,
4263,1606 Addison St,RF,,,2/8/1995,
4264,2011 Spruce St,RF,,,2/8/1995,
4265,272 S 3rd St,SH,4/30/1957,,3/10/1999,
4266,2222 Madison Sq,,9/28/1971,,,
4267,602 N 21st St,SG,,,10/11/2000,
4268,639 N 16th St,SG,,,10/11/2000,
4269,321 Gaskill St,SH,1/22/1963,,3/10/1999,
4270,415 S 18th St,RF,,,2/8/1995,
4666,6374 Drexel Rd,OF,,,1/1/3000,
4667,1637 Addison St,RF,,,2/8/1995,
4668,248 Quince St,,2/28/1961,,,
4669,2510 S Cleveland St,GE,,,11/10/1999,
4670,1416-22 FRANKFORD AVE,,4/8/2016,,,
4671,1726 Memorial Ave,PS,,,12/11/2009,
4672,2000 Wallace St,SG,7/6/1972,,10/11/2000,
4673,409 S 20th St,RF,,,2/8/1995,
4674,159 N 21st St,,4/28/1970,,,
4675,1518-36 Brandywine St,SG,,,10/11/2000,
4676,316 S American St,SH,8/5/1976,,3/10/1999,
4677,1629 Addison St,RF,,,2/8/1995,
4678,2503 S Garnet St,GE,,,11/10/1999,
4679,1422 Lombard St,RF,5/28/1968,,2/8/1995,
4680,3403 W Queen Ln,TEF,,,10/9/2009,
4681,400 S 5th St,SH,,,3/10/1999,
4682,2131 Brandywine St,SG,2/6/1975,,10/11/2000,
4683,240 S Broad St,,5/28/1957,,,
4684,153 N 21st St,,4/28/1970,,,
4685,114 Catharine St,,6/24/1958,31-May-66,,
4686,2079-85 N 63rd St,OF,,,1/1/3000,
4687,221 S 9th St,,9/25/1962,,,
4688,500-06 Walnut St,SH,,,3/10/1999,
4689,318 St James Pl,SH,,,3/10/1999,
4690,115 Beck St,,6/24/1958,26-Jan-65,,
4691,2225 Pine St,RF,,,2/8/1995,
4692,1827 Porter St,GE,,,11/10/1999,
4693,2114 Locust St,RF,,,2/8/1995,
4694,309 S 16th St,RF,,,2/8/1995,
4695,406 Gaskill St,SH,1/22/1963,,3/10/1999,
4696,734 S Front St,,6/24/1958,,,
4697,2105 Spring Garden St,SG,2/7/1974,,10/11/2000,
3313,3400 W Queen Ln,TEF,,,10/9/2009,
3314,1917 Panama St,RF,,,2/8/1995,
3315,1913 Spruce St,RF,,,2/8/1995,
3316,2063 N 63rd St,OF,,,1/1/3000,
3317,3429 Midvale Ave,TEF,,,10/9/2009,
3318,6356 Woodbine Ave,OF,,,1/1/3000,
3319,2060 N 63rd St,OF,,,1/1/3000,
3320,600 Spruce St,SH,4/30/1957,,3/10/1999,
3321,608 Spruce St,SH,4/30/1957,,3/10/1999,
3322,3839 Hamilton St,,7/5/1984,,,
3323,3426 W Queen Ln,TEF,,,10/9/2009,
3324,2519 S 19th St,GE,,,11/10/1999,
3325,244 Delancey St,SH,6/30/1959,,3/10/1999,
3326,1611 Lombard St,RF,,,2/8/1995,
3327,1812 Fairmount Ave,SG,,,10/11/2000,
3328,324 S 3rd St,SH,4/30/1957,,3/10/1999,
3329,1620-22 North St,SG,,,10/11/2000,
3330,633 N 19th St,SG,,,10/11/2000,
3331,3419 W Penn St,TEF,,,10/9/2009,
3332,6119-31 Germantown Ave,,6/26/1956,,,
3333,4034 Main St,MAN,,,12/14/1983,
3334,1839 North St,SG,,,10/11/2000,
3335,2317 Green St,SG,12/5/1974,,10/11/2000,
3336,1939 Mount Vernon St,SG,,,10/11/2000,
3337,257 S Warnock St,,1/31/1961,,,
3338,670 N 19th St,SG,,,10/11/2000,
3339,6427 Sherwood Rd,OF,,,1/1/3000,
3340,1724 Diamond St,DS,,,1/29/1986,
3341,7909 Oxford Ave,,11/23/1966,,,
3342,1833 Addison St,RF,,,2/8/1995,
3343,2116 Locust St,RF,,,2/8/1995,
3344,5 Longford St,GK,,,6/9/2006,
3345,18 N 3rd St,OC,7/7/1982,,12/12/2003,
3802,2018-32 Walnut St,RF,,,2/8/1995,
3803,2018-32 Walnut St,RF,,,2/8/1995,
3804,2018-32 Walnut St,RF,,,2/8/1995,
3805,2018-32 Walnut St,RF,,,2/8/1995,
3806,2018-32 Walnut St,RF,,,2/8/1995,
3807,2018-32 Walnut St,RF,,,2/8/1995,
3808,2018-32 Walnut St,RF,,,2/8/1995,
3809,2018-32 Walnut St,RF,,,2/8/1995,
3810,2018-32 Walnut St,RF,,,2/8/1995,
3811,2018-32 Walnut St,RF,,,2/8/1995,
3812,2018-32 Walnut St,RF,,,2/8/1995,
3813,2018-32 Walnut St,RF,,,2/8/1995,
3814,2018-32 Walnut St,RF,,,2/8/1995,
3815,2018-32 Walnut St,RF,,,2/8/1995,
3816,2018-32 Walnut St,RF,,,2/8/1995,
3817,2018-32 Walnut St,RF,,,2/8/1995,
10034,112 Cotton St,MAN,,,12/14/1983,
3818,2018-32 Walnut St,RF,,,2/8/1995,
3819,2018-32 Walnut St,RF,,,2/8/1995,
3820,2018-32 Walnut St,RF,,,2/8/1995,
3821,2018-32 Walnut St,RF,,,2/8/1995,
3822,2018-32 Walnut St,RF,,,2/8/1995,
3823,2018-32 Walnut St,RF,,,2/8/1995,
3824,2018-32 Walnut St,RF,,,2/8/1995,
3825,2018-32 Walnut St,RF,,,2/8/1995,
3826,2018-32 Walnut St,RF,,,2/8/1995,
