objectid,loc,district,idesigdate1,idesigdate2,ddesigdate,intdesigdate
15264,604-36 S Washington Sq,SH,,,3/10/1999,
15265,604-36 S Washington Sq,SH,,,3/10/1999,
15266,604-36 S Washington Sq,SH,,,3/10/1999,
15267,604-36 S Washington Sq,SH,,,3/10/1999,
15268,604-36 S Washington Sq,SH,,,3/10/1999,
15269,604-36 S Washington Sq,SH,,,3/10/1999,
15270,604-36 S Washington Sq,SH,,,3/10/1999,
15271,604-36 S Washington Sq,SH,,,3/10/1999,
15272,604-36 S Washington Sq,SH,,,3/10/1999,
15273,604-36 S Washington Sq,SH,,,3/10/1999,
15274,604-36 S Washington Sq,SH,,,3/10/1999,
15646,8-10 Letitia St,OC,10/7/1976,,12/12/2003,
15647,8-10 Letitia St,OC,10/7/1976,,12/12/2003,
15648,8-10 Letitia St,OC,10/7/1976,,12/12/2003,
15649,8-10 Letitia St,OC,10/7/1976,,12/12/2003,
15650,1726 Marlton Ave,PS,,,12/11/2009,
15651,421 S Iseminger St,,2/28/1961,,,
15652,6457 Woodbine Ave,OF,,,1/1/3000,
15653,1812 Pine St,RF,,,2/8/1995,
15654,6359 Lancaster Ave,OF,,,1/1/3000,
15655,1137 E Berks St,,2/28/1967,,,
15656,2517 S 21st St,GE,,,11/10/1999,
15657,1500-10 N Broad St,,1/26/1971,,,
15658,1802 Fairmount Ave,SG,,,10/11/2000,
15659,3444 W Queen Ln,TEF,,,10/9/2009,
15660,2042 Diamond St,DS,,,1/29/1986,
15661,3609 Baring St,,3/26/1963,,,
15662,114 Gay St,MAN,,,12/14/1983,
15663,1819 Spring Garden St,SG,,,10/11/2000,
15664,2224 Green St,SG,12/5/1974,,10/11/2000,
15665,240 Montrose St,,5/31/1966,,,
15666,2102 Mount Vernon St,SG,2/7/1974,,10/11/2000,
15667,812 S Front St,,6/24/1958,,,
15668,1906 Pine St,RF,,,2/8/1995,
15669,1906 Pine St,RF,,,2/8/1995,
15670,1906 Pine St,RF,,,2/8/1995,
15671,1906 Pine St,RF,,,2/8/1995,
15672,914 Winter St,,4/25/1974,,,
15673,1523 Pine St,RF,9/28/1971,,2/8/1995,
15674,2132 Wallace St,SG,2/7/1974,,10/11/2000,
15675,116 Kenilworth St,,6/24/1958,,,
15676,5208 Germantown Ave,,6/26/1956,,,
16079,2202 Delancey Pl,RF,9/12/1974,,2/8/1995,
16080,2204 Delancey Pl,RF,9/12/1974,,2/8/1995,
16081,2206 Delancey Pl,RF,9/12/1974,,2/8/1995,
16082,2208 Delancey Pl,RF,9/12/1974,,2/8/1995,
16083,2210 Delancey Pl,RF,9/12/1974,,2/8/1995,
16084,2212 Delancey Pl,RF,9/12/1974,,2/8/1995,
16085,2214 Delancey Pl,RF,9/12/1974,,2/8/1995,
16086,2216 Delancey Pl,RF,9/12/1974,,2/8/1995,
16087,2218 Delancey Pl,RF,9/12/1974,,2/8/1995,
16088,2220 Delancey Pl,RF,9/12/1974,,2/8/1995,
16089,2222 Delancey Pl,RF,9/12/1974,,2/8/1995,
16090,2224 Delancey Pl,RF,9/12/1974,,2/8/1995,
16091,1934 Delancey Pl,RF,1/6/1972,,2/8/1995,
16092,1936-38 Delancey Pl,RF,1/6/1972,,2/8/1995,
16093,1940 Delancey Pl,RF,1/6/1972,,2/8/1995,
16094,1942 Delancey Pl,RF,1/6/1972,,2/8/1995,
16095,1944 Delancey Pl,RF,1/6/1972,,2/8/1995,
16096,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16097,2010 Delancey Pl,RF,1/6/1972,,2/8/1995,
16098,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16099,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16100,2018 Delancey Pl,RF,1/6/1972,,2/8/1995,
16101,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16102,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16103,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16104,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16105,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16106,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16107,2100 Delancey Pl,RF,1/6/1972,,2/8/1995,
16108,2018 Delancey Pl,RF,1/6/1972,,2/8/1995,
14939,604-36 S Washington Sq,SH,,,3/10/1999,
14940,604-36 S Washington Sq,SH,,,3/10/1999,
14941,604-36 S Washington Sq,SH,,,3/10/1999,
14942,604-36 S Washington Sq,SH,,,3/10/1999,
14943,604-36 S Washington Sq,SH,,,3/10/1999,
14944,604-36 S Washington Sq,SH,,,3/10/1999,
14945,604-36 S Washington Sq,SH,,,3/10/1999,
14946,604-36 S Washington Sq,SH,,,3/10/1999,
15691,2837-39 Cambridge St,,11/27/1985,,,
14947,604-36 S Washington Sq,SH,,,3/10/1999,
14948,604-36 S Washington Sq,SH,,,3/10/1999,
14949,604-36 S Washington Sq,SH,,,3/10/1999,
14950,604-36 S Washington Sq,SH,,,3/10/1999,
14951,604-36 S Washington Sq,SH,,,3/10/1999,
14952,604-36 S Washington Sq,SH,,,3/10/1999,
14953,604-36 S Washington Sq,SH,,,3/10/1999,
14954,604-36 S Washington Sq,SH,,,3/10/1999,
14955,604-36 S Washington Sq,SH,,,3/10/1999,
14956,604-36 S Washington Sq,SH,,,3/10/1999,
14957,604-36 S Washington Sq,SH,,,3/10/1999,
14958,604-36 S Washington Sq,SH,,,3/10/1999,
14959,604-36 S Washington Sq,SH,,,3/10/1999,
15275,604-36 S Washington Sq,SH,,,3/10/1999,
15276,604-36 S Washington Sq,SH,,,3/10/1999,
15277,604-36 S Washington Sq,SH,,,3/10/1999,
15278,604-36 S Washington Sq,SH,,,3/10/1999,
15279,604-36 S Washington Sq,SH,,,3/10/1999,
15280,604-36 S Washington Sq,SH,,,3/10/1999,
15281,604-36 S Washington Sq,SH,,,3/10/1999,
15282,604-36 S Washington Sq,SH,,,3/10/1999,
15283,604-36 S Washington Sq,SH,,,3/10/1999,
15284,604-36 S Washington Sq,SH,,,3/10/1999,
15285,604-36 S Washington Sq,SH,,,3/10/1999,
15286,604-36 S Washington Sq,SH,,,3/10/1999,
15287,604-36 S Washington Sq,SH,,,3/10/1999,
15288,604-36 S Washington Sq,SH,,,3/10/1999,
15289,604-36 S Washington Sq,SH,,,3/10/1999,
15290,604-36 S Washington Sq,SH,,,3/10/1999,
15291,604-36 S Washington Sq,SH,,,3/10/1999,
15292,604-36 S Washington Sq,SH,,,3/10/1999,
15293,604-36 S Washington Sq,SH,,,3/10/1999,
15294,604-36 S Washington Sq,SH,,,3/10/1999,
15295,604-36 S Washington Sq,SH,,,3/10/1999,
15677,326 S 3rd St,SH,4/30/1957,,3/10/1999,
15678,2314 Spruce St,RF,,,2/8/1995,
15679,2528 S 19th St,GE,,,11/10/1999,
15680,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15681,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15682,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15683,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15684,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15685,1937 Spring Garden St,SG,11/6/1975,,10/11/2000,
15686,32-42 Bank St,OC,11/4/1976,,12/12/2003,
15687,426 Lombard St,SH,12/31/1984,,3/10/1999,
15688,637 Addison St,SH,,,3/10/1999,
15689,524 Pine St,SH,4/30/1957,,3/10/1999,
15690,152 N 2nd St,OC,,,12/12/2003,
15692,925 E Moyamensing Ave,,5/31/1966,,,
15693,1823 Addison St,RF,,,2/8/1995,
15694,1534 Pine St,RF,9/28/1971,,2/8/1995,
15695,4127 Main St,MAN,,,12/14/1983,
15696,253 S 21st St,RF,,,2/8/1995,
15697,253 S 21st St,RF,,,2/8/1995,
15698,253 S 21st St,RF,,,2/8/1995,
15699,253 S 21st St,RF,,,2/8/1995,
15700,509 Cypress St,SH,,,3/10/1999,
15701,3843 Hamilton St,,7/5/1984,,,
15702,3444 Midvale Ave,TEF,,,10/9/2009,
15703,321 Pine St,SH,4/30/1957,,3/10/1999,
15704,1510 Lombard St,RF,,,2/8/1995,
15705,4646 Hazel Ave,,12/2/1976,,,
15706,606 Pine St,SH,4/30/1957,,3/10/1999,
15707,1737 Diamond St,DS,,,1/29/1986,
15708,304 S 10th St,,1/31/1961,,,
15709,304 S 10th St,,1/31/1961,,,
16109,2018 Delancey Pl,RF,1/6/1972,,2/8/1995,
16110,2018 Delancey Pl,RF,1/6/1972,,2/8/1995,
16111,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16112,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16113,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16114,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16115,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16116,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16117,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16118,2000 Delancey Pl,RF,1/6/1972,,2/8/1995,
16119,3307 Powelton Ave,,3/2/1978,,,
16120,2031 Wallace St,SG,7/6/1972,,10/11/2000,
16121,118 Pine St,SH,6/29/1967,,3/10/1999,
16122,2414 Panama St,RF,,,2/8/1995,
16123,138 Carpenter St,,6/24/1958,28-Jun-66,,
16124,1231 Pine St,,11/28/1961,,,
16125,263 S 9th St,,1/31/1961,,,
16126,2000-02 Sansom St,RF,,,2/8/1995,
16127,235 S 42nd St,,5/25/1965,,,
16128,2038 Latimer St,RF,,,2/8/1995,
16129,58-60 N Front St,OC,1/6/1977,,12/12/2003,
16130,2245 Wallace St,SG,2/7/1974,,10/11/2000,
16131,622 N 16th St,SG,,,10/11/2000,
16132,4323 Main St,MAN,,,12/14/1983,
16133,1608 Wallace St,SG,,,10/11/2000,
16134,6323 Woodbine Ave,OF,,,1/1/3000,
16135,1733 Pine St,RF,,,2/8/1995,
16136,124 Queen St,,6/24/1958,31-May-66,,
16137,668 N 15th St,SG,,,10/11/2000,
16138,104 Lombard St,SH,,,3/10/1999,
16139,423-25 S 3rd St,SH,,,3/10/1999,
16140,2427 S 21st St,GE,,,11/10/1999,
14960,604-36 S Washington Sq,SH,,,3/10/1999,
14961,604-36 S Washington Sq,SH,,,3/10/1999,
14962,604-36 S Washington Sq,SH,,,3/10/1999,
14963,604-36 S Washington Sq,SH,,,3/10/1999,
14964,604-36 S Washington Sq,SH,,,3/10/1999,
14965,604-36 S Washington Sq,SH,,,3/10/1999,
14966,604-36 S Washington Sq,SH,,,3/10/1999,
15720,567 N 20th St,SG,,,10/11/2000,
15721,1612 Green St,SG,,,10/11/2000,
14967,604-36 S Washington Sq,SH,,,3/10/1999,
14968,604-36 S Washington Sq,SH,,,3/10/1999,
14969,604-36 S Washington Sq,SH,,,3/10/1999,
14970,604-36 S Washington Sq,SH,,,3/10/1999,
14971,604-36 S Washington Sq,SH,,,3/10/1999,
14972,604-36 S Washington Sq,SH,,,3/10/1999,
14973,604-36 S Washington Sq,SH,,,3/10/1999,
14974,604-36 S Washington Sq,SH,,,3/10/1999,
14975,604-36 S Washington Sq,SH,,,3/10/1999,
14976,604-36 S Washington Sq,SH,,,3/10/1999,
14977,604-36 S Washington Sq,SH,,,3/10/1999,
14978,604-36 S Washington Sq,SH,,,3/10/1999,
14979,604-36 S Washington Sq,SH,,,3/10/1999,
14980,604-36 S Washington Sq,SH,,,3/10/1999,
15296,604-36 S Washington Sq,SH,,,3/10/1999,
15297,604-36 S Washington Sq,SH,,,3/10/1999,
15298,604-36 S Washington Sq,SH,,,3/10/1999,
15299,604-36 S Washington Sq,SH,,,3/10/1999,
15300,604-36 S Washington Sq,SH,,,3/10/1999,
15301,604-36 S Washington Sq,SH,,,3/10/1999,
15302,604-36 S Washington Sq,SH,,,3/10/1999,
15303,604-36 S Washington Sq,SH,,,3/10/1999,
15304,604-36 S Washington Sq,SH,,,3/10/1999,
15305,604-36 S Washington Sq,SH,,,3/10/1999,
15306,604-36 S Washington Sq,SH,,,3/10/1999,
15307,604-36 S Washington Sq,SH,,,3/10/1999,
15308,604-36 S Washington Sq,SH,,,3/10/1999,
15309,604-36 S Washington Sq,SH,,,3/10/1999,
15310,604-36 S Washington Sq,SH,,,3/10/1999,
15311,604-36 S Washington Sq,SH,,,3/10/1999,
15312,604-36 S Washington Sq,SH,,,3/10/1999,
15313,604-36 S Washington Sq,SH,,,3/10/1999,
15314,604-36 S Washington Sq,SH,,,3/10/1999,
15315,604-36 S Washington Sq,SH,,,3/10/1999,
15316,604-36 S Washington Sq,SH,,,3/10/1999,
15710,304 S 10th St,,1/31/1961,,,
15711,304 S 10th St,,1/31/1961,,,
15712,506 Pine St,SH,,,3/10/1999,
15713,1616 Green St,SG,,,10/11/2000,
15714,1906 Wallace St,SG,11/6/1975,,10/11/2000,
15715,400 Spruce St,SH,,,3/10/1999,
15716,100 S Broad St,,8/2/1973,,,
15717,2225 Green St,SG,12/6/1979,,10/11/2000,
15718,1629 Wallace St,SG,,,10/11/2000,
15719,908 Waverly St,,11/24/1959,,,
15722,1723-29 Walnut St,RF,,,2/8/1995,
15723,6387 Overbrook Ave,OF,,,1/1/3000,
15724,1611 Rowan St,,7/25/1967,,,
15725,2231 Wallace St,SG,2/7/1974,,10/11/2000,
15726,2917-19 N Broad St,,6/14/2013,,,
15727,401-11 S BROAD ST,,1/1/2000,,,
15728,1705-11 Green St,SG,,,10/11/2000,
15729,1705-11 Green St,SG,,,10/11/2000,
15730,1705-11 Green St,SG,,,10/11/2000,
15731,1705-11 Green St,SG,,,10/11/2000,
15732,1705-11 Green St,SG,,,10/11/2000,
15733,1705-11 Green St,SG,,,10/11/2000,
15734,1705-11 Green St,SG,,,10/11/2000,
15735,1705-11 Green St,SG,,,10/11/2000,
15736,1705-11 Green St,SG,,,10/11/2000,
15737,1705-11 Green St,SG,,,10/11/2000,
15738,1705-11 Green St,SG,,,10/11/2000,
16141,46 Maplewood Mall,,3/29/1966,,,
16142,638 Pine St,SH,,,3/10/1999,
16143,105 N Van Pelt St,,4/28/1970,,,
16144,2401 Pine St,RF,,,2/8/1995,
16145,2548 S 17th St,GE,,,11/10/1999,
15755,259-61 S 15th St,RF,,,2/8/1995,
16146,6106 Ardleigh St,AA,5/7/1981,,5/14/2010,
16147,629 N 16th St,SG,,,10/11/2000,
16148,1903 Diamond St,DS,,,1/29/1986,
16149,209-99 E Hartwell Ln,,8/3/1978,,,
16150,1315 Lombard St,,3/28/1961,,,
16151,417 S 9th St,,1/31/1961,,,
16152,113 Pemberton St,,3/31/1964,,,
16153,1400 S Penn Sq,,5/2/1970,02-Sep-76,,
16154,1312 Pine St,,3/28/1961,,,
16155,1925 Diamond St,DS,,,1/29/1986,
16156,2333-41 N 59th St,OF,,,1/1/3000,
16157,533 N 22nd St,SG,,,10/11/2000,
16158,1024 Spruce St,,9/25/1962,,,
16159,1024 Spruce St,,9/25/1962,,,
16160,1024 Spruce St,,9/25/1962,,,
16161,335 S Camac St,,2/28/1961,,,
16162,2013 Sansom St,RF,,,2/8/1995,
16163,340 Queen St,,3/25/1969,,,
16164,911 Clinton St,,6/24/1958,,,
16165,2546 S 17th St,GE,,,11/10/1999,
16166,292 St James Pl,SH,,,3/10/1999,
16167,224 N 3rd St,OC,,,12/12/2003,
16168,216 St Marks Sq,,11/24/1970,,,
16169,2037 Wallace St,SG,7/6/1972,,10/11/2000,
16170,2317 Pennsylvania Ave,SG,,,10/11/2000,
16171,1131 Spruce St,,5/27/1958,,,
16172,1714 North St,SG,,,10/11/2000,
14981,604-36 S Washington Sq,SH,,,3/10/1999,
14982,604-36 S Washington Sq,SH,,,3/10/1999,
14983,604-36 S Washington Sq,SH,,,3/10/1999,
14984,604-36 S Washington Sq,SH,,,3/10/1999,
14985,604-36 S Washington Sq,SH,,,3/10/1999,
14986,604-36 S Washington Sq,SH,,,3/10/1999,
14987,604-36 S Washington Sq,SH,,,3/10/1999,
14988,604-36 S Washington Sq,SH,,,3/10/1999,
14989,604-36 S Washington Sq,SH,,,3/10/1999,
14990,604-36 S Washington Sq,SH,,,3/10/1999,
14991,604-36 S Washington Sq,SH,,,3/10/1999,
14992,604-36 S Washington Sq,SH,,,3/10/1999,
14993,604-36 S Washington Sq,SH,,,3/10/1999,
14994,604-36 S Washington Sq,SH,,,3/10/1999,
14995,604-36 S Washington Sq,SH,,,3/10/1999,
14996,604-36 S Washington Sq,SH,,,3/10/1999,
14997,604-36 S Washington Sq,SH,,,3/10/1999,
14998,604-36 S Washington Sq,SH,,,3/10/1999,
14999,604-36 S Washington Sq,SH,,,3/10/1999,
15000,604-36 S Washington Sq,SH,,,3/10/1999,
15001,604-36 S Washington Sq,SH,,,3/10/1999,
15317,604-36 S Washington Sq,SH,,,3/10/1999,
15318,604-36 S Washington Sq,SH,,,3/10/1999,
15319,604-36 S Washington Sq,SH,,,3/10/1999,
15320,604-36 S Washington Sq,SH,,,3/10/1999,
15321,604-36 S Washington Sq,SH,,,3/10/1999,
15322,604-36 S Washington Sq,SH,,,3/10/1999,
15323,604-36 S Washington Sq,SH,,,3/10/1999,
15324,604-36 S Washington Sq,SH,,,3/10/1999,
15325,604-36 S Washington Sq,SH,,,3/10/1999,
15326,604-36 S Washington Sq,SH,,,3/10/1999,
15327,604-36 S Washington Sq,SH,,,3/10/1999,
15328,604-36 S Washington Sq,SH,,,3/10/1999,
15329,604-36 S Washington Sq,SH,,,3/10/1999,
15330,604-36 S Washington Sq,SH,,,3/10/1999,
15331,604-36 S Washington Sq,SH,,,3/10/1999,
15332,604-36 S Washington Sq,SH,,,3/10/1999,
15333,604-36 S Washington Sq,SH,,,3/10/1999,
15334,604-36 S Washington Sq,SH,,,3/10/1999,
15335,604-36 S Washington Sq,SH,,,3/10/1999,
15336,604-36 S Washington Sq,SH,,,3/10/1999,
15337,604-36 S Washington Sq,SH,,,3/10/1999,
15739,1705-11 Green St,SG,,,10/11/2000,
15740,1705-11 Green St,SG,,,10/11/2000,
15741,1705-11 Green St,SG,,,10/11/2000,
15742,1705-11 Green St,SG,,,10/11/2000,
15743,1705-11 Green St,SG,,,10/11/2000,
15744,1705-11 Green St,SG,,,10/11/2000,
15745,1705-11 Green St,SG,,,10/11/2000,
15746,1705-11 Green St,SG,,,10/11/2000,
15747,1705-11 Green St,SG,,,10/11/2000,
15748,1705-11 Green St,SG,,,10/11/2000,
15749,1705-11 Green St,SG,,,10/11/2000,
15750,1705-11 Green St,SG,,,10/11/2000,
15751,1705-11 Green St,SG,,,10/11/2000,
15752,1705-11 Green St,SG,,,10/11/2000,
15753,1705-11 Green St,SG,,,10/11/2000,
15754,1916 Wallace St,SG,11/6/1975,,10/11/2000,
15756,1539 Spring Garden St,SG,,,10/11/2000,
15757,5340 Germantown Ave,,3/30/1965,,,
15758,2230 Locust St,RF,,,2/8/1995,
15759,123 W Highland Ave,,10/29/1963,,,
15760,434 Fulton St,,5/7/1973,,,
15761,307 Pine St,SH,4/30/1957,,3/10/1999,
15762,124 Spruce St,SH,,,3/10/1999,
15763,11 S 21st St,RF,,,2/8/1995,
15764,2229 Madison Sq,,9/28/1971,,,
15765,417 S Perth St,SH,,,3/10/1999,
15766,516 S 3rd St,SH,1/22/1963,,3/10/1999,
16173,61 Church Ln,,3/29/1966,,,
16174,2209 Bainbridge St,,9/30/1969,,,
16175,783 S Front St,,6/24/1958,,,
16176,2021 Spring Garden St,SG,5/1/1975,,10/11/2000,
16177,131 Beck St,,6/24/1958,26-Jan-65,,
16178,419 Pine St,SH,,,3/10/1999,
16179,121 S 19th St,RF,,,2/8/1995,
16180,2614 S 20th St,GE,,,11/10/1999,
16181,1017 Pine St,,11/24/1959,,,
16182,2016 Shunk St,GE,,,11/10/1999,
16183,628 N 16th St,SG,,,10/11/2000,
16184,132 Chestnut St,OC,5/26/1970,,12/12/2003,
16185,1442 Lombard St,RF,5/28/1968,,2/8/1995,
16186,406 Lombard St,SH,,,3/10/1999,
16187,2034 Race St,,4/28/1970,,,
16188,51 Maplewood Mall,,3/29/1966,,,
16189,115 Elfreths Aly,OC,6/26/1956,,12/12/2003,
16190,306 Cypress St,SH,4/30/1957,,3/10/1999,
16191,48 E Logan St,EL,3/28/1967,,11/12/2010,
16192,1528 Mount Vernon St,SG,,,10/11/2000,
16193,2117 Spruce St,RF,,,2/8/1995,
16194,2105 Lombard St,,9/4/1975,,,
15783,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
19992,111 S 15th St,,8/2/1973,,,
16195,1830 N 64th St,OF,,,1/1/3000,
16196,503 Pine St,SH,2/7/1977,,3/10/1999,
16197,62 S 2nd St,OC,10/7/1976,,12/12/2003,
16198,703 Spruce St,SH,,,3/10/1999,
16199,2025 Spruce St,RF,,,2/8/1995,
16200,2225 Panama St,RF,,,2/8/1995,
16201,2244 Fairmount Ave,SG,,,10/11/2000,
16202,1634 Spruce St,RF,,,2/8/1995,
16203,1935 Brandywine St,SG,,,10/11/2000,
16204,1608 Diamond St,DS,,,1/29/1986,
15002,604-36 S Washington Sq,SH,,,3/10/1999,
15003,604-36 S Washington Sq,SH,,,3/10/1999,
15004,604-36 S Washington Sq,SH,,,3/10/1999,
15005,604-36 S Washington Sq,SH,,,3/10/1999,
15006,604-36 S Washington Sq,SH,,,3/10/1999,
15007,604-36 S Washington Sq,SH,,,3/10/1999,
15008,604-36 S Washington Sq,SH,,,3/10/1999,
15009,604-36 S Washington Sq,SH,,,3/10/1999,
15010,604-36 S Washington Sq,SH,,,3/10/1999,
15011,604-36 S Washington Sq,SH,,,3/10/1999,
15012,604-36 S Washington Sq,SH,,,3/10/1999,
15013,604-36 S Washington Sq,SH,,,3/10/1999,
15014,604-36 S Washington Sq,SH,,,3/10/1999,
15015,604-36 S Washington Sq,SH,,,3/10/1999,
15016,604-36 S Washington Sq,SH,,,3/10/1999,
15017,604-36 S Washington Sq,SH,,,3/10/1999,
15018,604-36 S Washington Sq,SH,,,3/10/1999,
15019,604-36 S Washington Sq,SH,,,3/10/1999,
15020,604-36 S Washington Sq,SH,,,3/10/1999,
15021,604-36 S Washington Sq,SH,,,3/10/1999,
15022,604-36 S Washington Sq,SH,,,3/10/1999,
15338,604-36 S Washington Sq,SH,,,3/10/1999,
15339,604-36 S Washington Sq,SH,,,3/10/1999,
15340,604-36 S Washington Sq,SH,,,3/10/1999,
15341,604-36 S Washington Sq,SH,,,3/10/1999,
15342,604-36 S Washington Sq,SH,,,3/10/1999,
15343,604-36 S Washington Sq,SH,,,3/10/1999,
15344,604-36 S Washington Sq,SH,,,3/10/1999,
15345,604-36 S Washington Sq,SH,,,3/10/1999,
15346,604-36 S Washington Sq,SH,,,3/10/1999,
15347,604-36 S Washington Sq,SH,,,3/10/1999,
15348,604-36 S Washington Sq,SH,,,3/10/1999,
15349,604-36 S Washington Sq,SH,,,3/10/1999,
15350,604-36 S Washington Sq,SH,,,3/10/1999,
15351,604-36 S Washington Sq,SH,,,3/10/1999,
15352,604-36 S Washington Sq,SH,,,3/10/1999,
15353,604-36 S Washington Sq,SH,,,3/10/1999,
15354,604-36 S Washington Sq,SH,,,3/10/1999,
15355,604-36 S Washington Sq,SH,,,3/10/1999,
15356,604-36 S Washington Sq,SH,,,3/10/1999,
15357,604-36 S Washington Sq,SH,,,3/10/1999,
15358,604-36 S Washington Sq,SH,,,3/10/1999,
15767,1215 Spruce St,,6/25/1963,,,
15768,1215 Spruce St,,6/25/1963,,,
15769,1215 Spruce St,,6/25/1963,,,
15770,1215 Spruce St,,6/25/1963,,,
15771,1215 Spruce St,,6/25/1963,,,
15772,1215 Spruce St,,6/25/1963,,,
15773,227 Christian St,,5/31/1966,,,
15774,769 S Front St,,6/24/1958,29-Oct-63,,
15775,309 Pine St,SH,4/30/1957,,3/10/1999,
15776,2112 Locust St,RF,,,2/8/1995,
15777,273 S 3rd St,SH,,,3/10/1999,
15778,48 S Front St,OC,10/7/1976,,12/12/2003,
15779,421 Church Ln,,2/6/1975,,,
15780,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15781,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15782,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15784,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15785,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15786,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15787,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15788,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15789,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15790,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15791,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15792,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15793,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15794,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15795,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15796,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15797,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
15798,1806-18 Rittenhouse Sq,RF,,,2/8/1995,
16205,2434 Poplar St,,1/5/1984,,,
16206,1802 Green St,SG,,,10/11/2000,
16207,1713 Porter St,GE,,,11/10/1999,
16208,1826 Shunk St,GE,,,11/10/1999,
16209,700 Sansom St,,8/6/1981,,,
16210,2132 Mount Vernon St,SG,2/7/1974,,10/11/2000,
16211,2534 S Lambert St,GE,,,11/10/1999,
16212,328 Lombard St,SH,1/22/1963,02-Feb-78,3/10/1999,
16213,223 Church St,OC,,,12/12/2003,
16214,703 Addison St,SH,,,3/10/1999,
16215,525 S Leithgow St,SH,1/22/1963,,3/10/1999,
16216,1830 Fairmount Ave,SG,,,10/11/2000,
16217,5132 E Tabor Rd,,11/29/1960,,,
16218,260 W Walnut Ln,,5/7/1973,,,
16219,5830 Drexel Rd,OF,,,1/1/3000,
16220,423 S 8th St,SH,9/23/1980,,3/10/1999,
16221,176 CONARROE ST,,8/12/2016,,,
16222,2128 Fairmount Ave,SG,,,10/11/2000,
16223,23 N 3rd St,OC,1/18/1979,,12/12/2003,
19993,111 S 15th St,,8/2/1973,,,
16224,4212 Spruce St,,5/25/1965,,,
16225,2305 Green St,SG,12/5/1974,,10/11/2000,
16226,904 Pine St,,3/25/1969,,,
16227,201 Delancey St,SH,,,3/10/1999,
16228,1506 Mount Vernon St,SG,,,10/11/2000,
16229,1506 Mount Vernon St,SG,,,10/11/2000,
16230,1506 Mount Vernon St,SG,,,10/11/2000,
16231,1506 Mount Vernon St,SG,,,10/11/2000,
16232,926 Irving St,,11/24/1959,,,
16233,2210 Mount Vernon St,SG,12/5/1974,,10/11/2000,
16234,2212 Rittenhouse Sq,RF,,,2/8/1995,
16235,2107 Spring Garden St,SG,2/7/1974,,10/11/2000,
16236,1028 Spruce St,,9/25/1962,,,
15023,604-36 S Washington Sq,SH,,,3/10/1999,
15024,604-36 S Washington Sq,SH,,,3/10/1999,
15025,604-36 S Washington Sq,SH,,,3/10/1999,
15026,604-36 S Washington Sq,SH,,,3/10/1999,
15027,604-36 S Washington Sq,SH,,,3/10/1999,
15028,604-36 S Washington Sq,SH,,,3/10/1999,
15029,604-36 S Washington Sq,SH,,,3/10/1999,
15030,604-36 S Washington Sq,SH,,,3/10/1999,
19994,111 S 15th St,,8/2/1973,,,
15031,604-36 S Washington Sq,SH,,,3/10/1999,
15032,604-36 S Washington Sq,SH,,,3/10/1999,
15033,604-36 S Washington Sq,SH,,,3/10/1999,
15034,604-36 S Washington Sq,SH,,,3/10/1999,
15035,604-36 S Washington Sq,SH,,,3/10/1999,
15036,604-36 S Washington Sq,SH,,,3/10/1999,
15037,604-36 S Washington Sq,SH,,,3/10/1999,
